"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,7/20/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,8/29/2007 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,8/19/2008 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,7/28/2009 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,6/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2012,5/17/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2013,8/16/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2014,7/10/2014 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2015,6/24/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,6/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,6/19/2017 0:00:00,29.00,0.14,0.25,0.03,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,5/10/2018 0:00:00,6.00,0.02,0.11,0.01,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,8/6/2019 0:00:00,74.00,0.37,0.41,0.06,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,6/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,5/17/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,8/16/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,7/10/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,6/24/2015 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,6/9/2016 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,6/19/2017 0:00:00,439.00,2.19,1.50,0.23,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,5/10/2018 0:00:00,133.00,0.66,0.68,0.10,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,8/6/2019 0:00:00,4.00,0.01,0.07,0.01,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,6/1/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,5/17/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,8/16/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,7/10/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,6/24/2015 0:00:00,133.00,0.66,1.14,0.18,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,6/9/2016 0:00:00,144.00,0.72,0.59,0.09,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,6/19/2017 0:00:00,387.00,1.93,1.26,0.19,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,5/10/2018 0:00:00,899.00,4.49,2.21,0.35,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,8/6/2019 0:00:00,3572.00,17.86,10.68,1.68,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2005,9/28/2005 0:00:00,4.00,0.01,0.06,9.60768945515156e-03,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2006,7/20/2006 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2007,8/29/2007 0:00:00,8.00,0.03,0.09,0.01,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2008,8/19/2008 0:00:00,17.00,0.08,0.12,0.02,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2009,7/28/2009 0:00:00,18.00,0.09,0.12,0.02,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2010,5/17/2010 0:00:00,15.00,0.07,0.14,0.02,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2011,6/1/2011 0:00:00,16.00,0.07,0.13,0.02,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2012,5/17/2012 0:00:00,27.00,0.13,0.14,0.02,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2013,8/16/2013 0:00:00,20.00,0.10,0.15,0.02,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2014,7/10/2014 0:00:00,6.00,0.02,0.07,0.01,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2015,6/24/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2016,6/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2017,6/19/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2018,5/10/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11002.00,"Pisaster giganteus","giant-spined sea star",2019,8/6/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2012,5/17/2012 0:00:00,9.00,0.04,0.10,0.01,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2013,8/16/2013 0:00:00,7.00,0.03,0.08,0.01,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2014,7/10/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2015,6/24/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2016,6/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2017,6/19/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2018,5/10/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
34,"AN","Anacapa Island","LH","Lighthouse",11011.00,"Pisaster ochraceus","ochre sea star",2019,8/6/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2005,7/25/2005 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2006,7/24/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2007,6/4/2007 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2008,6/9/2008 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2009,5/18/2009 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2011,6/13/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2012,6/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2013,5/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2014,5/14/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2015,5/14/2015 0:00:00,33.00,0.16,0.20,0.03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2016,6/6/2016 0:00:00,8.00,0.03,0.10,0.01,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2017,5/10/2017 0:00:00,136.00,0.68,0.52,0.08,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2018,6/19/2018 0:00:00,17.00,0.08,0.19,0.03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2019,6/19/2019 0:00:00,7.00,0.03,0.08,0.01,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2005,7/25/2005 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,7/24/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,6/4/2007 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,6/9/2008 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,5/18/2009 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,6/13/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2012,6/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2013,5/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2014,5/14/2014 0:00:00,3.00,0.01,0.09,0.01,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2015,5/14/2015 0:00:00,4.00,0.01,0.06,9.60768945515156e-03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,6/6/2016 0:00:00,531.00,2.65,2.49,0.39,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,5/10/2017 0:00:00,88.00,0.43,0.48,0.07,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,6/19/2018 0:00:00,52.00,0.25,0.42,0.06,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,6/19/2019 0:00:00,105.00,0.52,0.81,0.12,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,6/13/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,6/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,5/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,5/14/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,5/14/2015 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,6/6/2016 0:00:00,131.00,0.65,1.57,0.24,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,5/10/2017 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,6/19/2018 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,6/19/2019 0:00:00,21.00,0.10,0.19,0.03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,5/17/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,6/13/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,6/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,5/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,5/14/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,5/14/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,6/6/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,5/10/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,6/19/2018 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,6/19/2019 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2005,7/25/2005 0:00:00,23.00,0.11,0.13,0.02,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2006,7/24/2006 0:00:00,20.00,0.10,0.11,0.01,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2007,6/4/2007 0:00:00,10.00,0.05,0.08,0.01,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2008,6/9/2008 0:00:00,13.00,0.06,0.13,0.02,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2009,5/18/2009 0:00:00,27.00,0.13,0.18,0.02,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2010,5/17/2010 0:00:00,12.00,0.05,0.10,0.01,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2011,6/13/2011 0:00:00,30.00,0.15,0.21,0.03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2012,6/13/2012 0:00:00,21.00,0.10,0.19,0.03,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2013,5/15/2013 0:00:00,8.00,0.03,0.16,0.02,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2014,5/14/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2015,5/14/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2016,6/6/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2017,5/10/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2018,6/19/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11002.00,"Pisaster giganteus","giant-spined sea star",2019,6/19/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2012,6/13/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2013,5/15/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2014,5/14/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2015,5/14/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2016,6/6/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2017,5/10/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2018,6/19/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
35,"SB","Santa Barbara Island","WA","Webster's Arch",11011.00,"Pisaster ochraceus","ochre sea star",2019,6/19/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2005,7/25/2005 0:00:00,0.00,0.00,0.00,0.00,40,200.00
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2006,5/22/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2007,6/4/2007 0:00:00,0.00,0.00,0.00,0.00,40,200.00
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2008,6/9/2008 0:00:00,0.00,0.00,0.00,0.00,40,200.00
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2009,6/15/2009 0:00:00,0.00,0.00,0.00,0.00,40,200.00
36,"SB","Santa Barbara Island","GC","Graveyard Canyon",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2010,6/1/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
