"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","TotalCount","MeanSize","MinSize","MaxSize"
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2007,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2007,12,20,12,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2007,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2007,1,16,16,16
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2007,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2007,5,21,17,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2007,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2007,5,18,15,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2007,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2007,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2007,7,18,5,32
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2008,3,27,22,35
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2008,125,10,6,15
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2008,2,18,13,24
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2008,19,26,26,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2008,18,11,6,16
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2008,3,24,18,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2008,1,29,29,29
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2008,8,26,26,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2008,4,19,11,25
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2008,1,21,18,24
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2008,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2008,1,17,17,17
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2008,2,22,17,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2009,3,22,22,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2009,250,9,4,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2009,2,26,23,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2009,16,26,26,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2009,4,25,22,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2009,10,15,8,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2009,4,30,20,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2009,1,18,17,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2009,2,22,15,29
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2009,2,23,21,25
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2009,1,14,7,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2009,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2009,2,16,6,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2010,506,13,6,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2010,4,24,18,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2010,1,28,24,32
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2010,19,26,26,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2010,2,24,22,25
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2010,52,16,12,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2010,5,35,16,45
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2010,5,24,17,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2010,5,27,22,31
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2010,7,6,5,8
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2010,5,25,24,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2010,133,8,7,8
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2010,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2010,1,14,8,20
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2010,5,22,7,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2011,1,21,21,21
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2011,105,17,9,24
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2011,2,20,14,29
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2011,18,26,26,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2011,12,19,12,24
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2011,2,36,28,47
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2011,1,32,32,32
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2011,33,24,18,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2011,1,42,42,42
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2011,2,25,22,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2011,2,5,5,5
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2011,1,18,18,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2011,1,23,22,24
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2011,8,11,5,17
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2011,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2011,1,18,17,19
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2011,2,23,12,33
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2012,3,30,22,37
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2012,850,14,3,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2012,6,18,9,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2012,31,28,27,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2012,1,23,18,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2012,8,10,6,16
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2012,4,28,5,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2012,2,42,39,45
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2012,1,15,15,15
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2012,1,22,12,33
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2012,4,25,20,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2012,1,16,12,21
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2012,3,20,15,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2012,14,13,6,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2012,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2012,2,19,12,23
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2012,3,27,16,32
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2013,3,18,18,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2013,275,12,7,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2013,3,21,14,32
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2013,16,27,27,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2013,3,18,12,23
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2013,1,37,34,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2013,6,22,16,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2013,1,27,27,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2013,1,25,23,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2013,1,5,5,5
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2013,2,23,19,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2013,670,18,8,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2013,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2013,35,13,8,18
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2013,1,20,11,25
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2014,1,32,32,32
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2014,2025,12,2,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2014,13,16,5,33
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2014,1,7,6,8
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2014,41,23,10,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2014,2,28,23,35
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2014,209,14,3,20
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2014,6,22,7,49
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2014,1,42,42,42
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2014,1,25,25,25
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2014,1,37,35,39
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2014,6,27,23,33
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2014,1,22,16,29
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2014,3,21,14,26
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2014,93,17,4,25
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2014,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2014,9,16,8,37
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2014,2,27,23,30
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2015,45,14,14,14
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2015,2200,13,2,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2015,8,18,6,34
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2015,19,17,11,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2015,3,22,22,22
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2015,125,11,6,16
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2015,8,24,12,43
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2015,2,40,40,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2015,3,17,17,17
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaena guttata","California scorpionfish, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Scorpaenichthys marmoratus","cabezon, all",2015,1,31,14,48
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens","kelp rockfish, all",2015,3,26,24,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes carnatus","gopher rockfish, all",2015,1,24,23,24
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes caurinus","copper rockfish, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes chrysomelas","black and yellow rockfish, all",2015,2,25,23,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes miniatus","vermillion rockfish, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes mystinus","blue rockfish, all",2015,6,18,9,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes paucispinis","bocaccio, all",2015,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serranoides","olive rockfish, all",2015,4,30,20,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Sebastes serriceps","treefish, all",2015,3,28,8,34
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Caulolatilus princeps","ocean whitefish, all",2016,8,33,26,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Chromis punctipinnis","blacksmith, all",2016,1550,12,5,20
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca jacksoni","black surfperch, all",2016,3,20,12,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Embiotoca lateralis","striped surfperch, all",2016,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Girella nigricans","opaleye, all",2016,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Halichoeres semicinctus","rock wrasse, juvenile",2016,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Heterostichus rostratus","giant kelpfish, all",2016,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Hypsypops rubicundus","garibaldi, all",2016,18,14,7,27
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Medialuna californiensis","halfmoon, all",2016,13,23,18,28
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Ophiodon elongatus","lingcod, all",2016,0,,,
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Oxyjulis californica","señorita, all",2016,16,12,8,16
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Paralabrax clathratus","kelp bass, all",2016,4,31,10,44
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus toxotes","rubberlip surfperch",2016,2,40,40,40
29,"SC","Santa Cruz Island","LS","Little Scorpion",,"Rhacochilus vacca","pile perch, all",2016,3,19,15,25
