"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2003.00,"Desmarestia","acid weed",2014,6/26/2014 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2003.00,"Desmarestia","acid weed",2015,7/30/2015 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2003.00,"Desmarestia","acid weed",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2003.00,"Desmarestia","acid weed",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2003.00,"Desmarestia","acid weed",2018,8/24/2018 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2003.00,"Desmarestia","acid weed",2019,6/4/2019 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2007,8/20/2007 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2009,8/31/2009 0:00:00,0.16,0.64,0.16,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2013,8/26/2013 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2014,6/26/2014 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2015,7/30/2015 0:00:00,0.16,0.64,0.16,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2018,8/24/2018 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2007.00,"Cystoseira","bladder chain kelp",2019,6/4/2019 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2007,8/20/2007 0:00:00,1.00,2.27,0.58,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2008,7/9/2008 0:00:00,6.66,9.66,2.49,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2009,8/31/2009 0:00:00,4.33,13.21,3.41,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2010,8/30/2010 0:00:00,1.16,4.51,1.16,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2012,8/15/2012 0:00:00,0.50,1.40,0.36,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2013,8/26/2013 0:00:00,1.00,2.27,0.58,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2014,6/26/2014 0:00:00,6.00,8.80,2.27,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2015,7/30/2015 0:00:00,11.00,13.78,3.55,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2016,9/12/2016 0:00:00,1.00,3.87,1.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2017,7/13/2017 0:00:00,16.66,17.05,4.40,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2018,8/24/2018 0:00:00,4.66,4.31,1.11,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2010.00,"Macrocystis pyrifera","giant kelp, all",2019,6/4/2019 0:00:00,8.66,9.39,2.42,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2007,8/20/2007 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2009,8/31/2009 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2013,8/26/2013 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2014,6/26/2014 0:00:00,0.16,0.64,0.16,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2015,7/30/2015 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2018,8/24/2018 0:00:00,0.66,2.58,0.66,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2012.00,"Eisenia arborea","Southern sea palm, all",2019,6/4/2019 0:00:00,0.16,0.64,0.16,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2007,8/20/2007 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2009,8/31/2009 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2013,8/26/2013 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2014,6/26/2014 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2015,7/30/2015 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2018,8/24/2018 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2013.00,"Pterygophora californica","California sea palm, all",2019,6/4/2019 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2007,8/20/2007 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2009,8/31/2009 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2013,8/26/2013 0:00:00,1.00,3.24,0.83,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2014,6/26/2014 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2015,7/30/2015 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2018,8/24/2018 0:00:00,4.50,4.35,1.12,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2014.00,"Laminaria farlowii","oar weed, all",2019,6/4/2019 0:00:00,8.83,5.33,1.37,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2013,8/26/2013 0:00:00,3.66,10.08,2.60,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2014,6/26/2014 0:00:00,7.16,11.98,3.09,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2015,7/30/2015 0:00:00,24.16,22.67,5.85,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2016,9/12/2016 0:00:00,39.83,9.65,2.49,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2017,7/13/2017 0:00:00,12.66,11.07,2.86,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2018,8/24/2018 0:00:00,6.50,5.24,1.35,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2017.00,"Sargassum horneri","Sargassum horneri, all",2019,6/4/2019 0:00:00,24.83,11.07,2.86,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2005,9/19/2005 0:00:00,9.83,10.83,2.79,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2006,8/3/2006 0:00:00,7.83,10.85,2.80,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2007,8/20/2007 0:00:00,22.66,14.98,3.86,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2008,7/9/2008 0:00:00,17.33,22.04,5.69,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2009,8/31/2009 0:00:00,19.16,24.57,6.34,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2010,8/30/2010 0:00:00,6.83,12.93,3.34,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2011,7/14/2011 0:00:00,2.83,1.59,0.41,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2012,8/15/2012 0:00:00,7.00,6.76,1.74,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2013,8/26/2013 0:00:00,21.33,16.84,4.34,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2014,6/26/2014 0:00:00,15.00,8.81,2.27,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2015,7/30/2015 0:00:00,10.50,8.51,2.19,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2016,9/12/2016 0:00:00,37.50,9.35,2.41,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2017,7/13/2017 0:00:00,34.66,19.33,4.99,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2018,8/24/2018 0:00:00,33.83,14.99,3.87,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3001.00,"Rhodophyta","red algae (miscellaneous)",2019,6/4/2019 0:00:00,31.50,21.89,5.65,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2005,9/19/2005 0:00:00,0.50,1.40,0.36,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2006,8/3/2006 0:00:00,0.16,0.64,0.16,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2007,8/20/2007 0:00:00,0.33,0.87,0.22,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2009,8/31/2009 0:00:00,0.33,0.87,0.22,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2011,7/14/2011 0:00:00,0.83,3.22,0.83,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2013,8/26/2013 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2014,6/26/2014 0:00:00,0.66,1.99,0.51,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2015,7/30/2015 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2018,8/24/2018 0:00:00,0.33,0.87,0.22,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3002.00,"Corallinales","articulated coralline algae",2019,6/4/2019 0:00:00,0.33,0.87,0.22,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2005,9/19/2005 0:00:00,71.16,18.89,4.87,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2006,8/3/2006 0:00:00,76.16,14.35,3.70,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2007,8/20/2007 0:00:00,82.00,9.41,2.42,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2008,7/9/2008 0:00:00,58.00,23.24,6.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2009,8/31/2009 0:00:00,77.50,22.13,5.71,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2010,8/30/2010 0:00:00,60.83,20.71,5.34,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2011,7/14/2011 0:00:00,66.50,15.74,4.06,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2012,8/15/2012 0:00:00,72.16,10.47,2.70,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2013,8/26/2013 0:00:00,61.83,23.28,6.01,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2014,6/26/2014 0:00:00,62.16,19.84,5.12,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2015,7/30/2015 0:00:00,48.50,18.53,4.78,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2016,9/12/2016 0:00:00,70.16,14.06,3.63,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2017,7/13/2017 0:00:00,57.00,16.28,4.20,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2018,8/24/2018 0:00:00,68.66,12.13,3.13,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3003.00,"Corallinales","encrusting coralline algae",2019,6/4/2019 0:00:00,64.50,13.60,3.51,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2007,8/20/2007 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2009,8/31/2009 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2012,8/15/2012 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2013,8/26/2013 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2014,6/26/2014 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2015,7/30/2015 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2016,9/12/2016 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2017,7/13/2017 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2018,8/24/2018 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3004.00,"Gelidium","agar weed",2019,6/4/2019 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2005,9/19/2005 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2006,8/3/2006 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2007,8/20/2007 0:00:00,0.33,0.87,0.22,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2008,7/9/2008 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2009,8/31/2009 0:00:00,0.50,1.93,0.50,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2010,8/30/2010 0:00:00,0.00,0.00,0.00,15,6.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",3005.00,"Gigartina","sea tongue",2011,7/14/2011 0:00:00,0.00,0.00,0.00,15,6.00
