"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","TransectsSampled","TotalAreaSurveyed_sqm"
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2008,6/3/2008 0:00:00,5.00,6.94444449618459e-03,0.01,3.21660074405372e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2009,8/31/2009 0:00:00,160.00,0.22,0.15,0.04,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2010,8/30/2010 0:00:00,21.00,0.02,0.02,7.14360876008868e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2011,5/31/2011 0:00:00,7.00,9.72222257405519e-03,0.01,3.21660074405372e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2012,5/15/2012 0:00:00,8.00,0.01,0.01,4.27058944478631e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2013,5/30/2013 0:00:00,13.00,0.01,0.01,5.60270389541984e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2014,9/15/2014 0:00:00,86.00,0.11,0.31,0.09,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2015,6/23/2015 0:00:00,52.00,0.07,0.08,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2016,6/20/2016 0:00:00,128.00,0.17,0.08,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2017,5/8/2017 0:00:00,31.00,0.04,0.04,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2018,5/10/2018 0:00:00,43.00,0.05,0.03,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9006.00,"Kelletia kelletii","Kellet's whelk",2019,8/5/2019 0:00:00,104.00,0.14,0.10,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2005,9/28/2005 0:00:00,51.00,0.07,0.03,9.20332409441471e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2006,8/21/2006 0:00:00,102.00,0.14,0.04,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2007,8/6/2007 0:00:00,140.00,0.19,0.09,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2008,6/3/2008 0:00:00,196.00,0.27,0.14,0.04,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2009,8/31/2009 0:00:00,190.00,0.26,0.12,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2010,8/30/2010 0:00:00,123.00,0.17,0.12,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2011,5/31/2011 0:00:00,254.00,0.35,0.18,0.05,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2012,5/15/2012 0:00:00,58.00,0.08,0.06,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2013,5/30/2013 0:00:00,17.00,0.02,0.02,7.52614205703139e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2014,9/15/2014 0:00:00,15.00,0.02,0.02,6.84268865734339e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2015,6/23/2015 0:00:00,8.00,0.01,0.01,4.7377934679389e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2016,6/20/2016 0:00:00,6.00,8.33333376795053e-03,0.01,3.24374553747475e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2017,5/8/2017 0:00:00,12.00,0.01,0.02,6.4874910749495e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2018,5/10/2018 0:00:00,35.00,0.04,0.02,8.06599855422974e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9009.00,"Megathura crenulata","giant keyhole limpet",2019,8/5/2019 0:00:00,25.00,0.03,0.02,7.52614205703139e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2005,9/28/2005 0:00:00,49.00,0.06,0.05,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2006,8/21/2006 0:00:00,33.00,0.04,0.04,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2007,8/6/2007 0:00:00,31.00,0.04,0.02,7.80074158683419e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2008,6/3/2008 0:00:00,13.00,0.01,0.01,5.21359173581004e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2009,8/31/2009 0:00:00,40.00,0.05,0.03,9.4755869358778e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2010,8/30/2010 0:00:00,12.00,0.01,0.01,5.42782433331013e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2011,5/31/2011 0:00:00,15.00,0.02,0.01,5.07726473733783e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2012,5/15/2012 0:00:00,29.00,0.04,0.02,5.96649339422584e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2013,5/30/2013 0:00:00,28.00,0.03,0.02,6.59472960978746e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2014,9/15/2014 0:00:00,48.00,0.06,0.03,8.94238986074924e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2015,6/23/2015 0:00:00,42.00,0.05,0.03,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2016,6/20/2016 0:00:00,17.00,0.02,0.01,4.33174660429358e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2017,5/8/2017 0:00:00,44.00,0.06,0.05,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2018,5/10/2018 0:00:00,40.00,0.05,0.05,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9010.00,"Crassedoma giganteum","rock scallop",2019,8/5/2019 0:00:00,58.00,0.08,0.06,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2005,9/28/2005 0:00:00,33.00,0.04,0.04,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2006,8/21/2006 0:00:00,57.00,0.07,0.07,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2007,8/6/2007 0:00:00,119.00,0.16,0.17,0.05,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2008,6/3/2008 0:00:00,74.00,0.10,0.08,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2009,8/31/2009 0:00:00,116.00,0.16,0.11,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2010,8/30/2010 0:00:00,85.00,0.11,0.12,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2011,5/31/2011 0:00:00,113.00,0.15,0.08,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2012,5/15/2012 0:00:00,129.00,0.17,0.07,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2013,5/30/2013 0:00:00,18.00,0.02,0.02,6.95705926045775e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2014,9/15/2014 0:00:00,72.00,0.10,0.06,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2015,6/23/2015 0:00:00,93.00,0.12,0.08,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2016,6/20/2016 0:00:00,52.00,0.07,0.06,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2017,5/8/2017 0:00:00,17.00,0.02,0.03,8.8139995932579e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2018,5/10/2018 0:00:00,22.00,0.03,0.02,8.4170876070857e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9011.00,"Aplysia californica","California brown sea hare",2019,8/5/2019 0:00:00,5.00,6.94444449618459e-03,8.58214404433966e-03,2.47745169326663e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2011,5/31/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2012,5/15/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2013,5/30/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2014,9/15/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2015,6/23/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2016,6/20/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9012.00,"Haliotis assimilis","threaded abalone",2017,5/8/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9013.00,"Haliotis sorenseni","white abalone",2012,5/15/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9013.00,"Haliotis sorenseni","white abalone",2013,5/30/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9013.00,"Haliotis sorenseni","white abalone",2014,9/15/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9013.00,"Haliotis sorenseni","white abalone",2015,6/23/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9013.00,"Haliotis sorenseni","white abalone",2016,6/20/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9013.00,"Haliotis sorenseni","white abalone",2017,5/8/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9015.00,"Cryptochiton stelleri","gumboot chiton",2012,5/15/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9015.00,"Cryptochiton stelleri","gumboot chiton",2013,5/30/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9015.00,"Cryptochiton stelleri","gumboot chiton",2014,9/15/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9015.00,"Cryptochiton stelleri","gumboot chiton",2015,6/23/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9015.00,"Cryptochiton stelleri","gumboot chiton",2016,6/20/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",9015.00,"Cryptochiton stelleri","gumboot chiton",2017,5/8/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2014,9/15/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2015,6/23/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2016,6/20/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2017,5/8/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11002.00,"Pisaster giganteus","giant-spined sea star",2018,5/10/2018 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2005,9/28/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2006,8/21/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2007,8/6/2007 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2008,6/3/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2009,8/31/2009 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2010,8/30/2010 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2011,5/31/2011 0:00:00,3.00,4.16666688397527e-03,7.53778358921409e-03,2.17597070150077e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2012,5/15/2012 0:00:00,4.00,5.55555569007993e-03,0.01,3.13375587575138e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2013,5/30/2013 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2014,9/15/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2015,6/23/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2016,6/20/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2017,5/8/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2018,5/10/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11003.00,"Pycnopodia helianthoides","sunflower star",2019,8/5/2019 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2005,9/28/2005 0:00:00,129.00,0.17,0.13,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2006,8/21/2006 0:00:00,235.00,0.32,0.27,0.07,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2007,8/6/2007 0:00:00,548.00,0.76,0.55,0.16,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2008,6/3/2008 0:00:00,466.00,0.64,0.51,0.14,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2009,8/31/2009 0:00:00,368.00,0.51,0.45,0.13,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2010,8/30/2010 0:00:00,239.00,0.33,0.21,0.06,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2011,5/31/2011 0:00:00,145.00,0.20,0.20,0.05,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2012,5/15/2012 0:00:00,76.00,0.10,0.14,0.04,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2013,5/30/2013 0:00:00,44.00,0.06,0.17,0.04,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2014,9/15/2014 0:00:00,29.00,0.04,0.07,0.02,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2015,6/23/2015 0:00:00,42.00,0.05,0.11,0.03,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2016,6/20/2016 0:00:00,32.00,0.04,0.04,0.01,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2017,5/8/2017 0:00:00,763.00,1.05,1.07,0.30,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2018,5/10/2018 0:00:00,573.00,0.79,0.91,0.26,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11004.00,"Lytechinus anamesus","white sea urchin",2019,8/5/2019 0:00:00,599.00,0.83,0.96,0.27,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11011.00,"Pisaster ochraceus","ochre sea star",2014,9/15/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11011.00,"Pisaster ochraceus","ochre sea star",2015,6/23/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11011.00,"Pisaster ochraceus","ochre sea star",2016,6/20/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11011.00,"Pisaster ochraceus","ochre sea star",2017,5/8/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
32,"AN","Anacapa Island","EFC","East Fish Camp",11011.00,"Pisaster ochraceus","ochre sea star",2018,5/10/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,8/30/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,7/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,8/15/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,8/26/2013 0:00:00,50.00,0.06,0.16,0.04,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,6/26/2014 0:00:00,3094.00,4.29,6.22,1.79,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,7/30/2015 0:00:00,2.00,2.77777784503996e-03,9.62250493466854e-03,2.77777784503996e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,9/12/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,7/13/2017 0:00:00,5145.00,7.14,3.59,1.03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,8/24/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,6/4/2019 0:00:00,6457.00,8.96,3.33,0.96,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,8/30/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,7/14/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,8/15/2012 0:00:00,27.00,0.03,0.09,0.02,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,8/26/2013 0:00:00,4969.00,6.90,13.68,3.95,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,6/26/2014 0:00:00,1439.00,1.99,3.38,0.97,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2005,10/12/2005 0:00:00,26.00,0.03,0.03,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2006,8/3/2006 0:00:00,15.00,0.02,0.02,6.1971670947969e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2007,8/20/2007 0:00:00,5.00,6.94444449618459e-03,0.01,3.21660074405372e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2008,7/9/2008 0:00:00,32.00,0.04,0.04,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2009,8/31/2009 0:00:00,34.00,0.04,0.03,8.66349320858717e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2010,8/30/2010 0:00:00,49.00,0.06,0.03,9.2792296782136e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2011,7/14/2011 0:00:00,68.00,0.09,0.04,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2012,8/15/2012 0:00:00,25.00,0.03,0.02,7.24113686010242e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2013,8/26/2013 0:00:00,50.00,0.06,0.04,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2014,6/26/2014 0:00:00,57.00,0.07,0.05,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2015,7/30/2015 0:00:00,52.00,0.07,0.04,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2016,9/12/2016 0:00:00,35.00,0.04,0.04,0.01,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2017,7/13/2017 0:00:00,21.00,0.02,0.02,6.84268865734339e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2018,8/24/2018 0:00:00,8.00,0.01,0.01,3.13375587575138e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",5002.00,"Tethya aurantia","orange puffball sponge",2019,6/4/2019 0:00:00,7.00,9.72222257405519e-03,0.01,4.79299295693636e-03,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",6001.00,"Stylaster californicus","California hydrocoral",2005,10/12/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
33,"AN","Anacapa Island","BSBR","Black Sea Bass Reef",6001.00,"Stylaster californicus","California hydrocoral",2006,8/3/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
